job_title,company_name,location,job_description,url
Knowledge and Communications Writer,WorkMotion,Egypt,"Tired of the 9-to-5 grind? Imagine a Worldwithout borders, where opportunities are endless. That's the future of work, and we're building it at WorkMotion. Our all-in-one HR platform makes it easy to hire and manage global teams, ensuring compliance and streamlining processes. So whether you're a digital nomad or a remote-first company, we've got you covered. Ready to join the future of work? Let's build something amazing together. As we value work-life balance, please only apply if you're based within 2 hours of the Central European Timezone. Our Knowledge Team is looking for a clear, client-focused communicator with a PR mindset and a passion for structured content to join us as a Knowledge and Communications Writer . In this role, you’ll be responsible for drafting and delivering company-wide external communications—particularly operational, HR, product, and compliance updates for our clients and talents— while also contributing to high-quality internal documentation. What you will do as a Knowledge and Communications Writer ... Draft and deliver external communications to clients and talents, including mass announcements on operational, HR, compliance, product, and payroll topics Ensure all communications are crafted with clarity, consistency, and a professional tone aligned with brand guidelines Build and maintain a newsletter that showcases WorkMotion’s leadership in global compliance Perform systematic audits of internal knowledge—ensuring content is updated while working with internal teams to validate accuracy and uphold timelines Collaborate with legal, compliance, product, and operations teams to gather insights and convert them into accessible Help Center content Draft and refine procedure manuals, technical specs, and communication templates for internal use or client-facing deployment What we are looking for… A strong communicator with a background or clear interest in external communications, PR, or corporate messaging—especially in a client-facing or operational context Excellent command of English—grammar, structure, consistency, and tone matter deeply to us Strong attention to detail, editorial discipline, and the ability to follow brand tone-of-voice guides Experience or interest in turning technical, compliance, or operational subjects into clear, credible content Ability to work in a fully remote team. Willingness to learn is essential Our benefits and perks… Global, remote, and thriving: We're a global team of talented individuals spread across 26 countries. Our WorkFlex program lets you work from anywhere, anytime. Whether it's a beachside office or a cosy home office, the choice is yours. Your well-being is our priority: We know mental health matters, which is why we offer a dedicated Well-Being Day —a full day off just to recharge and relax. Get fit and stay active: Whether it’s yoga, weightlifting, or a quick jog—work out on your terms, at a discount with our subsidised gym memberships . Learn, grow, and develop: We believe in constant growth. With our Training & Development Allowance , you’ll have all the opportunities you need to keep expanding your skills and knowledge. Stay connected: Take part in exciting annual team meetups ! Diversity is our superpower: We are proud to be an equal opportunity employer , committed to fostering a diverse and inclusive workplace. *Benefits vary depending on location due to local laws and regulations. At WorkMotion, we’re proud to be an equal opportunity employer. If you need any accommodations during the recruitment process, just let our Recruitment Team on Jobs@WorkMotion.com. We’re here to support you every step of the way! About the company We are WorkMotion , an Employer of the Future. By thinking outside the border, we are revolutionizing the working world and making the dream of working from anywhere a reality. Our all-in-one HR platform redefines global onboarding and management, ensuring 100% compliant remote employment. What's great about being part of WorkMotion is that we practice what we preach – we're all about location flexibility. Joining us means embracing remote work without limits. Our passion lies in building a more globalized world and in transforming how we work in a meaningful way.",https://remotive.com/remote-jobs/writing/knowledge-and-communications-writer-2060376
Compensation Analyst II,Everi,Worldwide,"IGT, where innovation meets entertainment on a global scale! We’ve recently leveled up—IGT Gaming and Digital have joined forces with Everi, creating a powerhouse in the world of gaming, digital experiences, and fintech solutions. From the casino floor to your mobile screen, we’re all about delivering thrilling, responsible, and unforgettable gaming experiences. Whether it’s spinning reels, placing bets, or powering secure payments, we bring the fun—backed by serious tech, deep player insights, and a passion for innovation. With a team of over 7,000 and a presence in 100+ countries, we’re not just global—we’re locally legendary. Our teams work closely with regulators, governments, and partners to ensure we play by the rules while pushing the boundaries of what’s possible. If you’re ready to bring your talent to a team that’s shaping the future of entertainment, your next big move starts here. For more information, please visit www.igt.com or www.everi.com . Overview: We are seeking a Compensation Analyst II to join our dynamic HR team. This role is essential in ensuring that our job descriptions, compensation structures, and pay practices remain competitive, fair, and compliant. You’ll work closely with HR leaders, recruiters, and managers to design, maintain, and analyze compensation programs that support our mission to attract and retain top talent worldwide. What Will You Be Doing? Create, update, and maintain accurate job descriptions and compensation data. Partner with HR, recruiting, and managers to provide timely salary ranges and guidance. Ensure compliance with FLSA standards and conduct regular audits of job classifications and pay structures. Perform market analysis, salary surveys, and reporting to keep IGT’s compensation competitive. Support annual compensation planning processes. Maintain strict confidentiality in handling sensitive information. Skills, Knowledge, & Expertise for the job: Bachelor’s degree in Human Resources, Business Administration, or a related field (or equivalent experience). 2+ years’ experience in HR, analytics, or related fields. At least 1+ year of experience in compensation. Strong knowledge of FLSA classifications, compensation principles, and market benchmarking. Advanced Excel skills; experience with HRIS systems preferred. Payfactor and Radford experience a plus! Excellent analytical, organizational, and communication skills. Ability to thrive in a collaborative environment while managing multiple priorities and deadlines. What's In It For You? Be part of a global leader in gaming and technology innovation. Work alongside a diverse team of professionals passionate about creating meaningful solutions. Access to professional development opportunities and career growth. Competitive compensation and comprehensive benefits package. A culture that values collaboration, creativity, and respect. At IGT, we believe compensation should reflect you —your unique background, skills, experience, and even where you work. That’s why our starting compensation range is $33.00 - $38.00 an hour, with room to go higher or lower depending on the full picture. We also follow all local pay laws and collective bargaining agreements, so everything’s above board. But wait—there’s more! Base pay is just the beginning. Our Total Rewards program is packed with perks: Sales roles? You might earn commissions. Other roles? You could snag discretionary bonuses. Benefits galore: Health, dental, vision, life, accident & disability insurance. Tuition reimbursement to keep your brain buzzing. Paid time off to recharge. Wellness programs to keep you feeling great. Identity theft insurance for peace of mind. 401(k) Savings Plan with company contributions to help you plan for the future. Note: Some programs have eligibility requirements—but we’ll help you navigate those.",https://remotive.com/remote-jobs/hr/compensation-analyst-ii-2060368
Logistics Accountant,OurAssistants,"LATAM, Philippines","Location : Work from Home Type of Employment : Full-time Work Shift : US Business Hours About Us At OurAssistants , we connect logistics, property management, and service-based businesses with top-tier virtual professionals. Were committed to supporting our clients operations while creating a growth-focused, remote-friendly work environment for our team members. Learn more at ourassistants.com . Job Summary We are looking for a detail-oriented and experienced Logistics Accountant to support financial operations for a U.S.-based logistics company. The ideal candidate will have hands-on experience with Karmak (Fusion or Legacy) and other accounting or fleet management tools. This role will focus on bookkeeping, reconciliation, and financial tracking tailored to logistics operationscovering parts, labor, service tickets, and inventory. Key Responsibilities Oversee daily accounting tasks related to logistics and fleet service operations Perform reconciliations, journal entries, and month-end closing activities Track and manage service tickets, labor costs, and parts inventory using Karmak Handle accounts payable (AP) and receivable (AR) transactions accurately and timely Work closely with service managers and operations teams to validate data and address discrepancies Generate and analyze financial reports, including job costing, margins, and service profitability Ensure adherence to company accounting policies and audit compliance Maintain digital documentation of financial records, invoices, and reconciliations Contribute to budgeting, forecasting, and variance analysis tasks Qualifications and Skills Required: At least 2 years of experience in accounting, preferably in logistics, fleet, or service industries Direct experience with Karmak software (Fusion or Legacy) Proficiency in accounting software (QuickBooks, NetSuite, or similar) Solid understanding of service department accounting (parts, labor, work orders) Accuracy, attention to detail, and excellent organizational skills Proficient in Microsoft Excel or Google Sheets for reporting and analysis Strong communication skills (written and verbal in English) Self-driven, deadline-oriented, and effective in remote work environments Preferred: Familiarity with logistics or dealership operations Experience supporting U.S.-based accounting teams Background in audit preparation or financial compliance Additional Requirements Must be currently residing in the Philippines or Latin America Must have a stable internet connection and remote-ready workstation Compensation and Benefits Permanent work-from-home setup Collaborative and supportive remote work culture Ongoing training and professional development opportunities Competitive salary",https://remotive.com/remote-jobs/finance-legal/logistics-accountant-2060363
Senior DevOps Engineer,QAD,Mexico,"Company Description QAD Redzone is changing an industry with a people-based approach to continuous improvement. Our products quickly boost productivity and morale by addressing plant-specific production issues that affect production, quality, and maintenance teams. We are looking for a proven Senior Dev-Ops Engineer to work alongside other developers on a cross-functional delivery team. Our developers innovate rather than merely follow a script. We value their input and ideas, allowing us to deliver products and functionalities ahead of our competitors. We take pride in staying at the forefront of the industry. This role is fully remote, but must be based in Mexico. With full work authorization already in effect. No Visa sponsorship available. Job Description As a DevOps engineer you will maintain and enhance established AWS Cloud infrastructure while collaborating with our existing DevOps team. Take ownership of specific components to distribute workload across the team. Develop comprehensive application understanding to improve infrastructure design, optimize deployment pipelines, and ensure SaaS environment reliability. What you will do AWS resource maintenance and enhancement using Terraform and CloudFormation, implementing incremental infrastructure improvements. Kubernetes cluster management and optimization on EKS, improving container orchestration with Helm and Kustomize. CI/CD pipeline refinement in GitHub Actions, Jenkins, and Flux2 to improve deployment reliability and speed. System health monitoring with DataDog and AWS CloudWatch, enhancing alerting rules and dashboards as needed. Development team collaboration to understand application requirements and behaviors, using insights to improve infrastructure designs. Complex issue troubleshooting within multi-environment AWS infrastructure. Qualifications Professional degree: Optional 5+ years of experience in the field. Computer skills: AWS cloud account and resource management, including security policies, IAM, VPC, EC2, EKS, RDS, S3, MSK, WAF, and Load Balancers Kubernetes administration, troubleshooting, and optimization Docker container image creation and troubleshooting Infrastructure-as-code implementation using Terraform and/or CloudFormation GitOps workflows and Git source control, including tools like Flux2 or ArgoCD CI/CD tooling proficiency, specifically GitHub Actions and Jenkins pipelines Go or Python scripting for operational workflow automation DataDog and CloudWatch monitoring implementation Application architecture understanding to inform infrastructure decisions Important to Have: AWS resource optimization for cost efficiency Nice to have: SQL database operations and troubleshooting Container image security scanning implementation Production infrastructure change management Other knowledge: Go, Python, SQL, YAML, HCL (Terraform) Additional Information Your health and well being are important to us at QAD. We provide programs that help you strike a healthy work-life balance. Opportunity to join a growing business, launching into its next phase of expansion and transformation. Collaborative culture of smart and hard-working people who support one another to get the job done. An atmosphere of growth and opportunity, where idea-sharing is always prioritized over level or hierarchy. Compensation packages based on experience and desired skill set About QAD: QAD Inc. is a leading provider of adaptive, cloud-based enterprise software and services for global manufacturing companies. Global manufacturers face ever-increasing disruption caused by technology-driven innovation and changing consumer preferences. In order to survive and thrive, manufacturers must be able to innovate and change business models at unprecedented rates of speed. QAD calls these companies Adaptive Manufacturing Enterprises. QAD solutions help customers in the automotive, life sciences, packaging, consumer products, food and beverage, high tech and industrial manufacturing industries rapidly adapt to change and innovate for competitive advantage. QAD is committed to ensuring that every employee feels they work in an environment that values their contributions, respects their unique perspectives and provides opportunities for growth regardless of background. QAD’s DEI program is driving higher levels of diversity, equity and inclusion so that employees can bring their whole self to work. We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class. #LI-Remote",https://remotive.com/remote-jobs/devops/senior-devops-engineer-2060354
Scrum Master,Software Mind,Costa Rica,"Company Description We are Software Mind, an awesome team of engineers who are ready to ramp up any top-notch company’s projects! Our aim? To always be one step ahead. Become part of a multicultural company in constant growth with an excellent work environment certified by Great Place To Work! Job Description Overview Software Mind is seeking qualified candidates to fill the role of Scrum Master In addition to a competitive salary rate and a positive work environment, we are committed to delivering high-quality technology solutions, we also offer: Flexible schedules An authentic work-life balance Payment in US Dollars About the role: The Scrum Master’s primary responsibility is supporting 2 Kanban teams within Scrum framework to ensure the team has what it needs to continually deliver value. The Scrum Master is a team facilitator tasked with improving performance in the areas of quality, predictability, flow, and velocity. #LI-DNI Qualifications Some of the main responsibilities for the role include: Ensure the teams are focused on building the right capabilities and ensure focus on daily and iteration goals in the context of the current Program Increment (PI) Objectives Motivate and support project team members. Ensure they have the tools and knowledge to do their job and that all blocking issues are resolved quickly Facilitate team meetings, including the Daily Stand-up, Iteration Planning, Iteration Review, and Iteration Retrospective Eliminates impediments by actively addressing issues so that the team can remain focused on achieving the objectives of the Iteration Employs best practices to assist teams in constantly improving the quality of their deliverables and meeting the Definition of Done (DoD) Building a high-performing team - focused on ever-improving team dynamics and performance Helps the team manage interpersonal conflicts, challenges, and opportunities Effectively communicates with management and outside stakeholders Continuously refine/improve team performance metrics by working with the team Escalate issues that require executive attention Coordinate inter-team cooperation Facilitates preparation and readiness for Agile events/ceremonies – Assists the team in preparation for activities, including PI Planning, System Demos, etc. Guides the team in establishing normalized work estimates and helps the team effectively estimate features and capabilities Coaches teams in Agile/Scrum best practices Utilizes Azure DevOps to manage Agile teams' delivery, monitoring progress against goals Job Skills/Requirements - +90% English written and oral (at least B2 level) with excellent communication skills - Previous experience as a Scrum Master or similar role - Experience working with the Scrum framework - Able to motivate teams, build a strong collaborative culture - Strong communicator and effective problem-solver Additional Information",https://remotive.com/remote-jobs/project-management/scrum-master-2061091
Office Assistant,Coalition Technologies ,Worldwide,"WHY YOU SHOULD APPLY: Coalition Technologies is devoted to delivering clients the highest quality work while providing our team a fun, thriving, and innovative environment. Along with the opportunity for tremendous career growth and rapid advancement, CT offers: The most competitive profit-sharing bonus plan in the industry, paying up to 50% of company profits to full-time employees each month! A highly competitive Paid Time Off plan, promoting quality work-life balance. Subsidized gym memberships to help team members feel their best. Medical, dental, vision, and life insurance packages for all US-based team members. International Health Insurance Reimbursement Program for all international team members, a benefit unique to Coalition. Device upgrade and learning reimbursement programs. Motivating career development plans with clearly defined goals and rewards. Additional job-specific incentives and bonuses. Plus, 100% of our team works remotely with the support of time tracking software. Our company culture specializes in supporting remote team members, and we’ve been doing so for more than a decade. CT welcomes your application, wherever in the world it's coming from! YOU SHOULD HAVE: Willingness to learn, grow, and collaborate with the team and company as a whole. Excellent verbal and written communication skills. A high level of discretion, ethics, and trustworthiness. Intermediate spreadsheet skills (preferred) Innovative thinking and a willingness to challenge existing methods where improvement is possible. Experience in bookkeeping / financial record keeping (preferred). Experience with Google Sheets or Excel, Quickbooks Online, and G-Suite (preferred). The availability to work 40 hours per week from 9:00 am to 6:00 pm PST. A reliable space to work remotely with a fast computer, quality internet, camera, microphone, and speakers. YOUR DUTIES AND TASKS: Answering phones and emails. Completing entry-level bookkeeping, including recording expenses, organizing receipts, and completing other transaction records. Resolving billing issues with clients and internal team members. Providing account access, usage reports, data analysis, and other ad hoc requests for team members. Supporting quality assurance checks of various internal and client facing reporting. Organizing new client contracts, create invoices, and process client payments. Contributing to internal database maintenance, upkeep and data entry. Researching, ordering, & distributing company-wide gifts (2-3 times per year). Organizing company events, competitions, and special projects throughout the year. Facilitating company holiday, time off, and schedule variation calendars. We are looking for talented and diligent candidates who excel in our skills tests, and will consider these candidates even if past experience or educational background criteria aren't met. *California, New York, Washington, and Colorado: starting base pay for this position ranges between $15 - $25 per hour. Compensation may vary based on factors such as experience, qualifications, skills test performance, geographic location, and seniority of the position offered. Outside of California, New York, Washington, and Colorado compensation may fall outside the above ranges.",https://remotive.com/remote-jobs/marketing/office-assistant-1680495
Software Engineer (Backend),Loganix,Worldwide,"Location: Remote • Division: Dev Ops • Reports to: COO • Compensation: $30-$50USD/hour About the Role We’re looking for a Software Developer to take the reins on building, automating, and scaling the systems that power Loganix’s SEO and link-building services. You’ll work at the intersection of custom web development, API integrations, and AI-driven automation - turning ideas into tools that save time, deliver insights, and keep us ahead of the competition. What You’ll Do Build & Maintain Tools – Develop backend and frontend systems for CRMs, vendor portals, dashboards, and client-facing platforms. Automate Workflows – Use PHP, Python, and JavaScript to automate SEO, data processing, and reporting. Integrate APIs & AI Models – Work with Ahrefs, Clearscope, Google APIs, ScraperAPI, YouTube captions, and LLMs to enhance operations. Design UI/UX – Build clean, efficient interfaces using Bootstrap, jQuery, and DataTables. Scrape & Process Data – Create pipelines for SERP data, content analysis, and keyword clustering. Support Infrastructure – Collaborate on server migrations, performance tuning, and troubleshooting in LAMP/LiteSpeed environments. Maintain Vendor Access – Manage updates and access for link-building vendors. Solve Problems – Diagnose and fix bugs quickly in live environments. What We’re Looking For Experience: 10+ years in PHP/MySQL development, with proven automation and API integration work. Tech Skills: PHP, MySQL, JavaScript/jQuery, Bootstrap, Bash scripting, Python (automation), REST APIs. Bonus Points: SEO knowledge, web scraping expertise, AI integration experience, Linux server administration skills. Mindset: Self-directed, detail-oriented, resourceful, and able to translate business needs into technical solutions. Why Join Us Work directly on systems that drive measurable revenue and efficiency. Collaborate with a tight-knit, high-impact team. Freedom to choose the best tools and tech for the job. Remote-first, flexible work environment.",https://remotive.com/remote-jobs/software-dev/software-engineer-backend-2060110
🇩🇪 Agent/in (m/w/d) Inbound & Outbound Mobilfunk Sales,hey contact heroes GmbH,Germany,"🇩🇪 This job ad is written in German! 🇩🇪 100% Home-Office – Start Oktober 2025 Du hast Callcenter & Vertrieb im Blut? Du liebst es, Kunden zu beraten, Optionen zu verkaufen und dabei richtig Provision zu machen? Dann komm ins Team der hey contact heroes und starte als Agent (m/w/d) im Mobilfunk voll durch! Aufgaben Dein Job – Schritt für Schritt: Anfang Oktober : Du startest in einer B2C Telesales-Kampagne. Hier rufst du Mobilfunk-Bestandskunden an und bietest ihnen attraktive Zusatzoptionen (z. B. Datenpakete) an. Ende November : Du wechselst ins Inbound Mobilfunk Service & Sales. Dort beantwortest du Kundenanfragen und nutzt jede Chance für vertriebsorientierte Gesprächsführung. Deine Aufgaben: Outbound-Vertrieb: aktive Ansprache von Kunden und Angebot von Zusatzoptionen (z. B. Datenpakete) Telefonische Beratung von Mobilfunk-Bestandskunden, Inbound-Service & Sales: kompetente Bearbeitung eingehender Kundenanfragen sowie Upselling & Cross-Selling, Dokumentation der Kundengespräche in den Systemen, Sicherstellung einer hohen Kundenzufriedenheit und gleichzeitigem Vertriebserfolg. Qualifikation Deine Arbeitszeiten: Rollierende Schichten Montag bis Sonntag zwischen 7:00 und 23:00 Uhr , Etwa zwei Wochenenden pro Monat im Einsatz, Voll- oder Teilzeit möglich. Benefits Dein Deal bei uns: Fairer Stundenlohn + ungedeckelte Provision – dein Erfolg zahlt sich aus, Monatliche Home-Office-Pauschale als Extra, Strukturierte Schulung & Einarbeitung , damit du von Tag eins an durchstarten kannst, Ein motiviertes Team , das Vertrieb liebt und lebt. Bonus-Aktion für deinen Start: Wenn du zwischen dem 15.09.2025 und 15.10.2025 bei uns beginnst, zahlen wir dir eine Prämie von 200 € für jedes volle Jahr Berufserfahrung im Kundenservice für ein Telekommunikationsunternehmen (Nachweis per Arbeitgeberbescheinigung, Lohnabrechnung oder Arbeitszeugnis). Die Auszahlung erfolgt gesammelt nach erfolgreicher Beendigung der Probezeit (6 Monate). Bist du bereit? Dann bewirb dich jetzt und werde Teil der hey contact heroes!",https://remotive.com/remote-jobs/sales-business/agent-in-m-w-d-inbound-outbound-mobilfunk-sales-2060111
AI Trainer / English,Mindrift,India,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Generative AI by tapping into real-world expertise from across the globe. About the Role Mindrift is looking for passionate freelance contributors to join the Tendem project ( https://tendem.ai/ ) to help build the future of hybrid agents — where human expertise and AI capabilities work hand in hand As an AI Agent Assistant, you’ll collaborate with large language models (LLMs) that handle repetitive tasks, while you bring the nuance, judgment, and creativity required to deliver high-quality results. In this role, you won’t just review what AI produces — you’ll work alongside it, shaping and completing outputs so they are accurate, reliable, and ready for real-world application. Your day-to-day may range from fact-checking a scientific claim to curating a dataset, conducting market research, or refining sales leads. This flexible, part-time remote opportunity is ideal for professionals with backgrounds in research, editing, analysis, or related fields who are excited by the possibilities of human-AI collaboration. Your contributions will directly influence how AI systems learn, evolve, and support industries worldwide. This is a freelance role for a project, and your typical tasks may include: Your mission - deliver well-reasoned, accurate, and clearly written outputs backed by credible sources. Conduct thorough web research to verify information and collect supporting evidence. Collaborate with large language models (LLMs) and internal tools, using them as copilots to complete complex tasks. Design and refine prompts to guide AI toward higher-quality results. Apply best practices for working with LLMs, understanding both their strengths and limitations. Adapt quickly between diverse annotation, research, and analysis tasks while following detailed guidelines. How to get started Simply apply to this post, qualify, and get the chance to contribute to projects aligned with your skills, on your own schedule. From creating training prompts to refining model responses, you’ll help shape the future of AI while ensuring technology benefits everyone. Requirements You have a Master’s Degree or Bachelor’s Degree in various areas. Undergraduate students are acceptable. You have at least 1 year of relevant experience . Your level of English is upper-intermediate (B2) or above. You are skilled in web searching, fact-checking, intent-checking, able to work with LLMs and have great attention to detail. You are ready to learn new methods, able to switch between tasks and topics quickly and sometimes work with challenging, complex guidelines. Our freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challenge. Benefits Why this freelance opportunity might be a great fit for you? Get paid for your expertise, with rates that can go up to $8/hour depending on your skills, experience, and project needs. Take part in a part-time, remote, freelance project that fits around your primary professional or academic commitments. Work on advanced AI projects and gain valuable experience that enhances your portfolio. Influence how future AI models understand and communicate in your field of expertise.",https://remotive.com/remote-jobs/all-others/ai-trainer-english-2060025
AI Trainer / English,Mindrift,South Africa,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Generative AI by tapping into real-world expertise from across the globe. About the Role Mindrift is looking for passionate freelance contributors to join the Tendem project ( https://tendem.ai/ ) to help build the future of hybrid agents — where human expertise and AI capabilities work hand in hand As an AI Agent Assistant, you’ll collaborate with large language models (LLMs) that handle repetitive tasks, while you bring the nuance, judgment, and creativity required to deliver high-quality results. In this role, you won’t just review what AI produces — you’ll work alongside it, shaping and completing outputs so they are accurate, reliable, and ready for real-world application. Your day-to-day may range from fact-checking a scientific claim to curating a dataset, conducting market research, or refining sales leads. This flexible, part-time remote opportunity is ideal for professionals with backgrounds in research, editing, analysis, or related fields who are excited by the possibilities of human-AI collaboration. Your contributions will directly influence how AI systems learn, evolve, and support industries worldwide. This is a freelance role for a project, and your typical tasks may include: Your mission - deliver well-reasoned, accurate, and clearly written outputs backed by credible sources. Conduct thorough web research to verify information and collect supporting evidence. Collaborate with large language models (LLMs) and internal tools, using them as copilots to complete complex tasks. Design and refine prompts to guide AI toward higher-quality results. Apply best practices for working with LLMs, understanding both their strengths and limitations. Adapt quickly between diverse annotation, research, and analysis tasks while following detailed guidelines. How to get started Simply apply to this post, qualify, and get the chance to contribute to projects aligned with your skills, on your own schedule. From creating training prompts to refining model responses, you’ll help shape the future of AI while ensuring technology benefits everyone. Requirements You have a Master’s Degree or Bachelor’s Degree in various areas. Undergraduate students are acceptable. You have at least 1 year of relevant experience . Your level of English is upper-intermediate (B2) or above. You are skilled in web searching, fact-checking, intent-checking, able to work with LLMs and have great attention to detail. You are ready to learn new methods, able to switch between tasks and topics quickly and sometimes work with challenging, complex guidelines. Our freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challenge. Benefits Why this freelance opportunity might be a great fit for you? Get paid for your expertise, with rates that can go up to $6/hour depending on your skills, experience, and project needs. Take part in a part-time, remote, freelance project that fits around your primary professional or academic commitments. Work on advanced AI projects and gain valuable experience that enhances your portfolio. Influence how future AI models understand and communicate in your field of expertise.",https://remotive.com/remote-jobs/all-others/ai-trainer-english-2060026
Senior AI Product Manager,EverAI,Europe,"Our Vision & Products 🚀 EverAI — Building the Future of AI Companionship One of the Top 15 Largest & Fastest-Growing AI Companies in the World 30+ Million Users in under 2 years — Help Us Reach 100M first, 500M next At EverAI , we’re shaping what it means to connect with AI. With 30+ million users and counting , we're not just building products — we're creating entirely new categories. Our flagship product is the world’s largest AI girlfriend/boyfriend platform , redefining relationships for millions. It is governed by our proprietary moderation system, EverGuard — an internal AI designed to ensure everything we build is safe, ethical, and human-first . And we’re only just getting started! Our Team We are an enthusiastic, passionate and hardworking team of 70 people. Our founding team has strong entrepreneurial experience building and scaling web products from 0 to IPO. Alexis Soulopoulos [CEO] • 10+ years in Tech Executive Leadership • Co-Founder Mad Paws Holdings (from 0 to IPO) • Forbes 30 under 30 + Deloitte TechFast50 ’22 & ‘23 Michael Monin [Co-founder & CTO] • 10+ years as CTO / COO (web2/web3), 1+ year in AI/LLM • Serial-entrepreneur: MTK Digital (exited / 0->$20m revenue) and Zipchat (AI Chatbot for E-commerce brands) Thomas Lacroix [Co-founder & CMO] • 8+ years in Customer Acquisition & E-commerce Growth • Serial-entrepreneur: Curatible (sold to Blackstone) and MTK Digital (exited / 0->$20m revenue) Maruša Fasano [CFO/Legal] • 25+ years in Finance, Strategy, M&A • Ex-CFO/M&A @Curatible (exited to Blackstone) • Ex-President of the Board @SotremoSA (exited) • Co-founder/CFO @SoftOne (exited) Your Role The Product Manager will oversee the research, planning, execution, and delivery of product launches related to our AI platform. This role requires strong leadership, excellent communication skills, and a deep understanding of product management methodologies. Main Mission Drive the rapid delivery of product vision by autonomously gathering project functional requirements and anticipating needs, ensuring quick and effective project execution. Regularly review the competitive landscape to stay updated and optimise strategies. Identify key success metrics for product launches to measure impact and guide future developments. Key Responsibilities You will be responsible for: Product Requirements Requirements gathering Competitor market research Acceptance criteria Project Planning: Develop detailed project plans, including scope, objectives, deliverables, and timelines. Coordinate cross-functional teams to ensure all project requirements are met. Monitor and track project progress, adjusting schedules and resources as necessary to meet project goals. Conduct risk assessments and implement mitigation strategies. Design and Delivery Wire-framing with our Product Designer Communicate the rationale and value behind designs Answer developer’s questions regarding the business requirements User Research Contextual interviews Surveys Growth and Data Define & measure impact of new features against predefined metrics Optimise & iterate Your Qualifications Must-haves Product & Creative Skills: Proven experience owning 0→1 product features with complex UX (ideally in consumer, gaming, avatar, or creative tools) Strong understanding of visual user journeys — especially where users create, customize, and interact with digital identities or media Ability to write clear product specs and collaborate tightly with AI, design, and engineering teams Deep empathy for users — you think in flows, friction points, and moments of delight Experience using product discovery methods (e.g., user testing, prototyping, iteration loops) Soft Skills: 🗣 Strong, clear communication & collaborative skills (perfectly fluent in English) — especially in cross-functional creative/technical teams 🎯 Goal-oriented, ownership & commitment 🗂️ Highly organized and able to manage timelines across multiple parallel R&D workstreams ⚡️ Doer mindset – we are moving fast and we need people who can find the right balance between execution, planning & strategy 🚀 Bias for action – you unblock teams, you ship 🫶🏻 User-centricity – you are proud of what you build and you share our obsession for amazing user experience 🎨 Strong sense of aesthetics and attention to visual detail 🧭 Comfortable driving ambiguous, experimental projects toward clear outcomes 🍭 #NSFW – you are comfortable building products that are based on uncensored models and content Preferred Qualifications: Experience in virtual avatars, 3D fashion, digital self-expression, or AR/VR products. Familiarity with creative tooling (e.g., Figma, Canva, 3D editors, Unity, Unreal — even as a user) Prior work in high-growth consumer apps, gaming, or UGC platforms Exposure to working with ML/AI teams (even if not hands-on technical) Why EverAI? 📈 Exponential Growth : From 30M+ users in 18 months, to 100M next — and 500M beyond 🚀 Track Record of Category-Creating Innovation : We consistently launch world-first AI applications — setting the pace, not following it 🌍 Global Impact : Top-tier user growth, real-world adoption, and cultural relevance 🧠 Proven Leadership : A senior team that’s launched, scaled, and exited & IPO’d multiple scale ups — now fully focused on reshaping AI companionship 👥 Elite Remote Team : 100% remote and built to win — world-class talent from Tier 1 tech companies , with a culture of ownership, velocity, and radical creativity 🛡️ Ethical Core : Our AI ecosystem is governed by EverGuard, our proprietary AI moderation technology , ensuring responsible development at scale What We Offer ✍️ We prefer a B2B contract but we can be flexible, as long as you’re in it for the long haul 📍 Full-remote (you work from the place that suits you best) 🏝️ 4 weeks PTO 👨‍👩‍👧‍👦 Annual gathering to get to know each other better ❤️‍🩹 Health & Wellness support: Up to $200 for your wellbeing expenses + Access to unlimited 1:1 sessions with psychologists and lifestyle experts through OpenUp (also available to up to three of your family members) 📚 Learning budget 💻 Company laptop ⚡️ GPT-4, Mistral and Hugging Face Pro plan 🎯 Top Tier Talent Is Our Multiplier We’re a fully remote group of A-players from Tier 1 tech , led by an exec team who’ve launched, scaled, and exited multiple companies . We move fast, and care deeply about what we build — and who we build it with. We’re looking for exceptional talent ready to ship & distribute world-first AI products at scale, fast, and co-create with us this category-defining business. If that’s you — reach out and apply!",https://remotive.com/remote-jobs/product/senior-ai-product-manager-2058383
